transaction_text,merchant,amount,date,label
UPI payment to tata power@ybl,tata power,2860.53,2025-05-19,utilities
PAYMENT TO GOIBIBO VIA NETBANKING,goibibo,2106.74,2025-02-10,travel
PAYMENT TO bescom VIA NETBANKING,bescom,323.96,2025-05-23,utilities
Payment To Vodafone Via Netbanking,vodafone,3204.55,2024-12-04,utilities
imps trangfer to reliancy fresh,reliance fresh,151.54,2024-12-20,groceries
UPI payment to dmart@ybl,dmart,4313.71,2024-11-25,groceries
Online payment to zomato UPI1771,zomato,227.74,2025-04-24,restaurants
Online payment to indigo,indigo,838.88,2025-06-06,travel
Txn 33716: indigo 3933.75,indigo,3933.75,2025-02-08,travel
IMPS transfer to bescom,bescom,1708.29,2025-06-13,utilities
POS bwssb 4028 TXN,bwssb,4028.18,2025-10-31,utilities
PURCHASE big bazaar Ref#8713,big bazaar,1965.81,2025-07-29,groceries
Online payment to airtel broadband,airtel broadband,2205.06,2025-06-10,utilities
PURCHASE dmart Ref#4451,dmart,100.47,2025-08-23,groceries
Online payment to spencers,spencers,2787.38,2025-06-21,groceries
DEBIT CARD MYNTRA 1842,myntra,1842.53,2025-02-08,shopping
Payment To Spotify Via Netbanking,spotify,3123.01,2024-11-13,entertainment
IMPS transfer to amazon,amazon,2782.47,2024-12-13,shopping
UPI payment to dominos@ybl,dominos,3848.09,2025-06-05,restaurants
POS bookmysqok 2393 TXN,bookmyshow,2393.28,2025-07-25,entertainment
kfc *6072 POS Txn,kfc,4828.35,2025-05-11,restaurants
Online payment to flipkart,flipkart,4007.26,2025-04-07,shopping
PURCHASE big bazaar Ref#6088,big bazaar,4771.92,2025-04-12,groceries
Online payment to ajio,ajio,3158.13,2024-11-15,shopping
DEBIT CARD TATA POWER 84,tata power,84.23,2025-09-08,utilities
netflix *8191 POS Txn,netflix,619.96,2025-02-04,entertainment
Txn 36486: myntra 1247.73,myntra,1247.73,2025-10-07,shopping
PURCHASE dmart Ref#7387,dmart,2925.97,2025-01-07,groceries
UPI payment to goibibo@ybl,goibibo,4006.19,2025-10-31,travel
DEBIT CARD GOIBIBO 4587,goibibo,4587.52,2025-08-03,travel
pos vodafone 1043 txn,vodafone,1043.9,2025-08-05,utilities
pos big bajaar 4059 txn,big bazaar,4059.79,2025-01-30,groceries
PAYMENT TO kfc VIA NETBANKING,kfc,468.82,2024-12-23,restaurants
IMPS transfer to spotify,spotify,3730.19,2025-02-04,entertainment
IMPS transfer to reliance fresh,reliance fresh,1992.82,2025-09-01,groceries
vENdikIn *t735 PoSkTxN,vendikin,2508.14,2025-06-22,restaurants
DEBIT CARD HOTSTAR 388 Ref7066,hotstar,388.69,2025-02-08,entertainment
IMPS transfer to zee5,zee5,2876.47,2025-10-27,entertainment
ajio *1619 POS Txn,ajio,1827.87,2025-01-08,shopping
DEBIT CARD OLA 4299,ola,4299.37,2025-02-01,travel
Txk 90099: vendikinz1300.81,vendikin,1300.81,2025-10-28,restaurants
IMPS TRANSFER TO MCDONALDS,mcdonalds,3698.76,2025-02-26,restaurants
bwssb *4101 POS Txn,bwssb,1430.72,2025-02-08,utilities
PURCHASE spencers Ref#7984,spencers,2212.64,2025-01-04,groceries
Txn 74196: goibibo 2453.82,goibibo,2453.82,2025-01-26,travel
BeSCom *2198 POs txN,bescom,501.4,2025-06-13,utilities
IMPS transfer to bwssb,bwssb,3746.39,2024-12-11,utilities
PAYMENT TO spotify VIA NETBANKING,spotify,1451.84,2024-12-07,entertainment
Online payment to flipkart,flipkart,2972.75,2025-03-09,shopping
UPI payment to netflix@ybl,netflix,168.84,2025-10-10,entertainment
PAYMENT TO reliance fresh VIA NETBANKING,reliance fresh,2806.29,2025-02-23,groceries
PAYMENT TO hotstar VIA NETBANKING,hotstar,528.13,2025-05-17,entertainment
POS hotstar 3006 TXN,hotstar,3006.87,2025-01-26,entertainment
UPI payment to zee5@ybl,zee5,4872.43,2025-03-04,entertainment
DEBIT CARD TATA POWER 3647,tata power,3647.51,2025-01-17,utilities
Txn 68221: zomato 4747.81 Ref4588,zomato,4747.81,2025-07-24,restaurants
UPI payment to kfcqybl,kfc,3798.45,2025-08-08,restaurants
DEBIT CARD UBER 3146,uber,3146.5,2025-11-04,travel
payment to bwssb via netbanking,bwssb,4523.36,2025-01-04,utilities
Pos Bookmyshow 3130 Txn,bookmyshow,3130.07,2025-09-05,entertainment
Pos InDigo 961 TxN,indigo,961.9,2025-09-24,travel
UPI payment to uber@ybl,uber,1434.75,2025-04-20,travel
PURCHASE NYKAA REF#6148,nykaa,3861.67,2025-04-27,shopping
airtel broadbyqd *4609 POS Txn,airtel broadband,2616.85,2025-06-12,utilities
IMPS TRANSFER TO VENDIKIN,vendikin,4508.69,2025-02-17,restaurants
tata power *3025 POS Txg,tata power,109.26,2025-09-01,utilities
PURCHASE SPOTIFY REF#9367,spotify,457.51,2024-12-23,entertainment
IMPS transfer to vodafone,vodafone,4172.25,2025-08-01,utilities
upi payment to goibibr@ybl,goibibo,3524.78,2024-11-13,travel
UPI payment to bescom@ybl,bescom,3993.34,2025-08-30,utilities
airtel broadband *6303 POS Txn,airtel broadband,1295.92,2025-01-26,utilities
Ovline payment to irctc Ref8022,irctc,2890.92,2025-02-10,travel
DEBIT CARD SPOTIFY 267,spotify,267.59,2025-04-23,entertainment
DEBIT CARD NYKAA 4554,nykaa,4554.13,2025-01-02,shopping
IMPS transfer to mcdonaldi,mcdonalds,2924.14,2025-02-24,restaurants
PURCHASE reliance fresh Ref#8132,reliance fresh,2626.08,2025-01-13,groceries
POS reliance fresh 1429 TXN,reliance fresh,1429.47,2025-07-29,groceries
Txn 41863: ola 4581.91,ola,4581.91,2025-04-08,travel
DEBIT CARD ZOMATO 3972,zomato,3972.33,2025-08-10,restaurants
DEBIT CARD GOIBIBO 1831,goibibo,1831.64,2025-10-20,travel
Online payment to netflix,netflix,3689.6,2024-11-15,entertainment
POS swiggy 3446 TXN,swiggy,3446.76,2024-12-18,restaurants
PURCHASE ajio Ref#2166,ajio,703.16,2025-01-26,shopping
DEBIT CARD BESCOM 2053,bescom,2053.14,2025-05-05,utilities
PURCHASE dmart Ref#5373,dmart,2684.44,2025-05-18,groceries
PAYMENT TO bwssb VIA NETBANKING,bwssb,1386.77,2025-05-11,utilities
Pos Irctc 3105 Txn,irctc,3105.99,2025-06-02,travel
POS vodafone 4526 TXN,vodafone,4526.0,2025-08-24,utilities
IMPS transfer to ola Ref3097,ola,1646.82,2025-08-13,travel
POS swiggy 860 TXN,swiggy,860.41,2025-04-02,restaurants
Online payment to goibibo,goibibo,1022.65,2025-07-10,travel
DeBIT CARD GOIBIBO 3542,goibibo,3542.64,2025-03-06,travel
onlINe PayMeNT To aMazon PAy6880,amazon,2000.04,2024-12-23,shopping
UPI payment to bookmyshow@ybl,bookmyshow,4815.05,2025-07-16,entertainment
UPI payment to kfc@ybl,kfc,3695.33,2024-12-29,restaurants
POS hotstar 3424 TXN,hotstar,3424.51,2025-03-30,entertainment
Txn 31632: tata power 1513.77,tata power,1513.77,2025-09-26,utilities
zee5 *5187 POS Txn,zee5,1806.91,2025-04-19,entertainment
DEBIT CARD MCDONALDS 1350,mcdonalds,1350.45,2025-02-22,restaurants
DEBIT CARD FLIPKART 265,flipkart,265.75,2024-12-04,shopping
UPI paymtnt to ajio@ybl,ajio,858.03,2025-01-07,shopping
DEBIT CARD MORE SUPERMARKET 844,more supermarket,844.06,2024-11-09,groceries
IMPS transfer to irctc,irctc,2728.19,2025-04-06,travel
IMPS transfer to dmart POS6744,dmart,3905.64,2024-11-08,groceries
Pos Flipkart 2288 Txn,flipkart,2288.09,2024-11-14,shopping
TXN 74685: DOMINOS 3941.52,dominos,3941.52,2025-02-15,restaurants
Txn 79497: reliance fresh 725.96,reliance fresh,725.96,2025-07-24,groceries
DEBIT CARD AJIO 87 UPI1628,ajio,87.25,2025-10-17,shopping
deBIt cARD more SUPermaRKET 2226,more supermarket,2226.18,2025-04-22,groceries
UPI payment to flipkart@ybl,flipkart,675.17,2025-08-14,shopping
BESCOM *4325 POS TXN,bescom,3580.45,2024-11-11,utilities
Imps Transfer To Hotstar,hotstar,2887.78,2025-06-27,entertainment
Online dayment to netflix,netflix,3180.04,2025-04-09,entertainment
POS vodafone 1688 TXN,vodafone,1688.59,2025-07-19,utilities
POS hotstar 1837 TXN,hotstar,1837.46,2025-05-11,entertainment
swiggy *5427 POS Txn,swiggy,262.27,2025-05-16,restaurants
dmart *1647 POS Txn,dmart,82.11,2025-06-14,groceries
AJIo *1712 Pos tXN,ajio,1567.7,2025-02-01,shopping
vendikin *7723 POS Txn,vendikin,1517.08,2025-01-22,restaurants
IMPS transfer to ajio,ajio,3971.2,2025-01-01,shopping
PURCHASE dmart Ref#2438 NEFT8719,dmart,2627.01,2025-07-23,groceries
Online payment to bookmyshow,bookmyshow,422.65,2024-11-22,entertainment
PAYcENT Tz bwssb VIA NEdBANKING,bwssb,1940.42,2025-05-14,utilities
Online payment to myntra,myntra,1716.94,2025-03-31,shopping
vendikin *4768 POS Txn,vendikin,1584.93,2025-09-27,restaurants
DEBIT CARD HOTSTAR 1447,hotstar,1447.56,2025-06-28,entertainment
oUjCHASE flypkary Rcff6848,flipkart,2389.87,2025-01-17,shopping
DEBIT CARD GOIBIBO 2386,goibibo,2386.49,2024-12-05,travel
DEBIT Card BOoKmYSHOW 1699,bookmyshow,1699.83,2025-04-12,entertainment
Online payment to spencers,spencers,2298.29,2025-03-11,groceries
debit card bookmyshow 2729,bookmyshow,2729.91,2025-04-06,entertainment
POS ola 4946 TXN,ola,4946.52,2025-03-18,travel
PURCHASE ola Ref#8483,ola,1259.14,2025-09-24,travel
tXN 35187: InDiGO 1927.28,indigo,1927.28,2025-06-22,travel
PAYMENT TO big bazaar VIA NETBANKING,big bazaar,3930.2,2025-06-11,groceries
ola *7424 POS Txn,ola,2678.76,2025-03-19,travel
DEBIT CARD HOTSTAR 1283,hotstar,1283.06,2024-12-13,entertainment
UPI payment to zee5@ybl,zee5,904.57,2025-02-23,entertainment
zomato *6872 POS Txn,zomato,2656.88,2025-02-13,restaurants
MyntRa *9337 pOs TXn,myntra,1031.95,2025-06-12,shopping
uPI PAYmEnt tO beSCOm@YbL,bescom,1492.99,2025-09-15,utilities
PURCHASE goibibo Ref#5944,goibibo,1452.73,2025-10-15,travel
imps transfer to dominos,dominos,447.95,2025-06-28,restaurants
PURCHASE mcdonalds Ref#5036 Ref1193,mcdonalds,3899.03,2024-12-09,restaurants
IMPS transfer to uber,uber,1549.51,2025-04-16,travel
Online payment to uber,uber,2853.42,2025-01-30,travel
PURCHASE bwssb Ref#8272,bwssb,3168.72,2025-09-15,utilities
POS OLA 428 TXN,ola,428.94,2024-12-16,travel
POS NETFLIX 2964 TXN,netflix,2964.68,2025-09-07,entertainment
ONLiNe PAYmeNT TO vODAfonE,vodafone,3104.65,2025-06-19,utilities
Txn 13132: myntra 4146.46,myntra,4146.46,2025-10-18,shopping
Online payment to kfc,kfc,2184.79,2025-07-08,restaurants
UPI payment to amazon@ybl,amazon,4702.64,2024-12-12,shopping
OLA *2778 POS TXN,ola,4354.52,2025-09-04,travel
DEBIT CARD AMAZON 3922,amazon,3922.62,2025-05-19,shopping
UPI payment to flipkart@ybl,flipkart,1780.76,2025-01-12,shopping
Online payment to flipkart,flipkart,3660.32,2025-08-11,shopping
PAYMENT TO myntra VIA NETBANKING,myntra,2173.46,2025-09-08,shopping
Txn 68771:iflipkart 4933.14,flipkart,4933.14,2024-12-23,shopping
DEBIT CARD NYKAA 2394,nykaa,2394.81,2025-05-16,shopping
UPI payment to tata power@ybl,tata power,3755.97,2025-06-02,utilities
PAYMENT TO uber VIA NETBANKING,uber,1769.86,2025-10-08,travel
UPI PAYMENT CC KFC@YBX,kfc,4756.32,2024-11-22,restaurants
PAYMENT TO vodafone VIA NETBANKING,vodafone,1496.77,2025-07-13,utilities
PAYMENT TO bescom VIA NETBANKING NEFT6353,bescom,4870.07,2025-07-30,utilities
dmart *3569 POS Txn,dmart,2722.1,2025-11-04,groceries
DEBIT CARD UBER 4660,uber,4660.81,2025-08-13,travel
indigo *5628 POS Txn,indigo,3438.78,2025-02-04,travel
UPI payment to reliance fresh@ybl,reliance fresh,1126.26,2025-01-02,groceries
PURCHASE bookmyshow Ref#1816,bookmyshow,4354.45,2025-08-23,entertainment
uAYMENT TO myntra VIA NETBaNKING,myntra,3805.05,2025-09-11,shopping
PURCHASE tata power Ref#1379,tata power,2426.56,2025-09-27,utilities
DEBIT CARD OLA 4098,ola,4098.47,2025-03-24,travel
IMPS transfer to big bazaar,big bazaar,4672.93,2025-03-25,groceries
PAYMENT TO swiggy VIA NETBANKING,swiggy,3040.87,2025-04-27,restaurants
DebiT cARd InDigO 627,indigo,627.12,2025-05-02,travel
UPI payment to airtel broadband@ybl,airtel broadband,4931.74,2025-02-23,utilities
UPI payment to big bazaar@ybl PAY437,big bazaar,559.45,2024-11-08,groceries
Txn 55214: swiggy 2660.79,swiggy,2660.79,2025-09-10,restaurants
UPI paymenr to mcdqnalds@ybl,mcdonalds,3712.82,2025-02-06,restaurants
imps transfer to bescom,bescom,3218.42,2025-08-10,utilities
IMPS transfer to flipkart Online3510,flipkart,3124.22,2025-03-16,shopping
IMPS transfer to spotify,spotify,518.1,2025-01-13,entertainment
upi PAymEnt to AMaZOn@ybL,amazon,1667.08,2025-10-15,shopping
IMPS transfer to goibabo,goibibo,1701.6,2024-11-11,travel
IMPS transfer to netflix,netflix,4842.1,2025-10-25,entertainment
POS airtel broadband 2416 TXN,airtel broadband,2416.92,2025-05-22,utilities
IMPS transfer to bookmyshow,bookmyshow,2122.06,2025-08-18,entertainment
DEBIT CARD KFC 3136,kfc,3136.88,2024-12-14,restaurants
POS flipkart 901 TXN,flipkart,901.82,2025-02-19,shopping
IMPS transfer to zee5,zee5,1101.32,2025-06-12,entertainment
Txn 635k3: reliancetfresh 3074.53,reliance fresh,3074.53,2025-09-13,groceries
DEBIT CARD NYKAA 57,nykaa,57.08,2025-04-15,shopping
UPI payment to ola@ybl,ola,2502.45,2025-03-25,travel
OLA *3832 POS TXN,ola,1193.12,2025-02-03,travel
DebiT CaRD IRcTc 3482,irctc,3482.51,2025-03-08,travel
DEBIT CARD VENDIKIN 4247,vendikin,4247.71,2025-05-26,restaurants
UPI paymint to bookmbshow@ybl,bookmyshow,2139.01,2025-07-26,entertainment
PAYMENT TO vodafone VIA NETBANKING,vodafone,1428.98,2024-11-11,utilities
oNlINe paymeNt TO zOmAtO,zomato,2128.84,2025-01-03,restaurants
IMPS transfer to more supermarket,more supermarket,1826.02,2025-06-12,groceries
PAYMENT TO bwssb VIA NETBANKING Online1944,bwssb,3591.61,2025-05-08,utilities
Pos Nykaa 4157 Txn,nykaa,4157.92,2025-08-23,shopping
POS indigo 2841 TXN,indigo,2841.78,2025-08-27,travel
POS uber 1459 TXN,uber,1459.14,2025-06-09,travel
POS mcdonalds 3740 TXN,mcdonalds,3740.57,2025-04-26,restaurants
PURCHASE spotify Ref#2935,spotify,4073.01,2025-02-27,entertainment
UPI payment to swiggy@ybl,swiggy,4684.58,2025-01-28,restaurants
OnlIne pAyMeNT TO MyNtrA,myntra,3066.92,2025-03-08,shopping
Txn 20336: bescom 4883.67,bescom,4883.67,2025-02-13,utilities
DEBIT CARD SPOTIFY 1679 IMPS8749,spotify,1679.13,2025-09-05,entertainment
IMPS transfer to hotstar,hotstar,3377.85,2025-10-05,entertainment
IMPS transfer to bookmyshow,bookmyshow,1488.33,2025-10-04,entertainment
goibibo *7968 pos txn pos544,goibibo,1835.46,2025-07-25,travel
pAyMEnt To goIbIBO VIA neTBANKING,goibibo,4416.23,2025-04-23,travel
Online payment to airtel broadband,airtel broadband,191.28,2025-04-09,utilities
Debit Card Reliance Fresh 169,reliance fresh,169.4,2025-03-13,groceries
POS tata power 4122 TXN,tata power,4122.86,2025-08-21,utilities
Txn 24588: dominos 3657.95,dominos,3657.95,2025-07-04,restaurants
IMPS transfer to uber,uber,1875.44,2025-09-17,travel
UPI payment to ajio@ybl,ajio,1202.01,2025-01-15,shopping
Upi Payment To Swiggy@Ybl,swiggy,1589.62,2025-10-10,restaurants
PURCHASE uber Ref#9176,uber,3486.6,2025-05-07,travel
debit card indigohp403,indigo,4403.07,2025-02-26,travel
Ajio *7263 Pos Txn,ajio,3863.17,2025-01-30,shopping
PURCHASE more supermarket Ref#9492,more supermarket,4124.87,2025-05-27,groceries
big bazaar *1781 POS Txn,big bazaar,2583.55,2025-05-29,groceries
PAYMENT TO bookmyshow VIA NETBANKING,bookmyshow,4762.24,2025-08-27,entertainment
PURCHASE ajio Ref#8334,ajio,3974.49,2025-07-17,shopping
PURCHASE dmart Ref#9m11,dmart,3888.84,2025-05-09,groceries
UPI payment to vendikin@ybl Ref4006,vendikin,4742.1,2025-02-24,restaurants
UPI payment to tata power@ybl,tata power,4751.53,2025-05-26,utilities
zee5 *8154 POS Txn,zee5,3325.28,2025-04-10,entertainment
Online Paymedt To Reliance Fresq,reliance fresh,2017.09,2024-11-22,groceries
Online payment to myntra,myntra,618.51,2024-12-05,shopping
PURCHASE bwssb Ref#9166,bwssb,1438.94,2025-05-04,utilities
PAYMENT TO AMAZON VIA NETBANKING,amazon,1288.77,2025-02-14,shopping
bWSsb *2948 poS TXn,bwssb,1321.49,2025-02-17,utilities
IMPS transfer to irctc,irctc,3897.65,2025-06-15,travel
paYmenT To NyKaA vIA neTBAnkING,nykaa,1484.81,2025-07-01,shopping
PURCHASE more supermarket Rqm#56d7,more supermarket,1151.09,2025-04-07,groceries
kURCHASE tata powxr Ref#7888,tata power,4710.6,2025-04-27,utilities
PURCHASE BWSSB REF#E8Q2,bwssb,843.1,2025-05-02,utilities
bwssbj*4048 POS Txn,bwssb,3493.75,2025-06-29,utilities
PAYMENT TO spotify VIA NETBANKING,spotify,2135.04,2025-01-24,entertainment
PURCHASE big bazaar Ref#2645,big bazaar,3390.9,2025-03-22,groceries
DEBIT CARD NETFLIX 598,netflix,598.26,2025-10-18,entertainment
POS uber 3273 TXN,uber,3273.24,2025-06-23,travel
PURCHASE vxdafone Ref#8175,vodafone,2997.59,2025-05-08,utilities
pos big bazaar 4888 tin txn5611,big bazaar,4888.44,2025-07-18,groceries
mcdonalds *3692 POS Txn,mcdonalds,2126.84,2025-08-28,restaurants
POS dominos 3228 TXN,dominos,3228.52,2024-12-04,restaurants
Txn 39477: Indigo 4008.73,indigo,4008.73,2024-11-10,travel
Online payment to tata power,tata power,3865.89,2025-05-17,utilities
dURCHASE tomato mef#4512,zomato,3876.56,2025-07-23,restaurants
airtel broadband *5183 POS Txn,airtel broadband,4494.68,2025-10-05,utilities
upi payment to ola@ybl,ola,394.33,2025-07-31,travel
UPI payment to ajio@ybl,ajio,255.97,2025-08-07,shopping
PAYMjNT TO relianct fresh VIA NETBANKING,reliance fresh,163.5,2025-10-31,groceries
DEBIT CARD FLIPKART 2936,flipkart,2936.3,2025-11-04,shopping
POS morc supermarket 382i TwN,more supermarket,3826.85,2025-03-09,groceries
POS bookmyshow 1290 TXN,bookmyshow,1290.6,2025-06-10,entertainment
IMPS transfer to amazon,amazon,3187.89,2025-05-22,shopping
indigo *5820 POS Txn,indigo,852.4,2025-09-14,travel
Txc 83984: flipkart 335.39,flipkart,335.39,2025-08-25,shopping
IMPS transfer to spotify,spotify,2819.58,2025-06-07,entertainment
PURCHASE big bazaar Ref#4005 Online7274,big bazaar,2069.54,2025-08-25,groceries
Online payment to ajio,ajio,4726.72,2024-12-26,shopping
DEBIT CARD OLA 2477,ola,2477.41,2025-10-23,travel
uPI payMent To MCdoNAldS@YBl,mcdonalds,3712.11,2025-03-23,restaurants
imps transfer to ola,ola,1724.99,2025-10-05,travel
bwssb *8804 POS Txn,bwssb,1056.02,2025-10-26,utilities
Txn 77489: vendikin 3556.71,vendikin,3556.71,2024-12-27,restaurants
POS flipkart 2274 TXN,flipkart,2274.05,2024-12-08,shopping
pos big bazaar 2321 txn,big bazaar,2321.91,2024-11-19,groceries
irctc *7912 POS Txn,irctc,4759.86,2025-03-01,travel
Txn 38656: vodafone 3053.58,vodafone,3053.58,2025-09-24,utilities
Online payment to airtel broadband,airtel broadband,1744.12,2024-11-16,utilities
DEBIT CARD BWSSB 1575,bwssb,1575.75,2025-07-31,utilities
kfc *6415 POS Txn,kfc,2213.44,2025-05-18,restaurants
Online payment to more supermarket NEFT8412,more supermarket,2535.49,2025-03-13,groceries
Online Payment To Myntra,myntra,4344.88,2024-11-29,shopping
DEBIT CARD SPOTIFY 673,spotify,673.17,2025-05-30,entertainment
PAYMsNT TO amazon VIA NETBANKING,amazon,2245.01,2025-08-08,shopping
Txn 92164: goibibo 2399.83,goibibo,2399.83,2025-06-19,travel
Online payment to ola,ola,2911.46,2024-11-29,travel
Purchase Reliance Fresh Ref#9628,reliance fresh,1523.35,2025-01-04,groceries
Online payment to spencers Online7626,spencers,4030.45,2025-06-27,groceries
PURCHASE reliance fresh Ref#3303,reliance fresh,4029.28,2025-03-29,groceries
IMPS TRANSFER TO BWSSB,bwssb,3054.47,2025-04-06,utilities
DEBIT CARD DOMINOS 4886,dominos,4886.77,2025-09-28,restaurants
Online payment to nykaa IMPS2741,nykaa,87.59,2025-07-18,shopping
bwssb *9502 POS Txn,bwssb,4553.42,2025-03-06,utilities
uber *8067 POS Txn,uber,1417.15,2025-10-22,travel
imps transfer to netflix,netflix,1089.23,2025-03-09,entertainment
PAYMENT TO ajio VIA NETBANKING,ajio,3181.46,2024-11-11,shopping
bwssb *7790 POS Txn,bwssb,4016.53,2025-10-01,utilities
zomato *7617 POS Txn,zomato,319.85,2025-03-05,restaurants
PURCHASE ola Ref#8404,ola,1853.13,2025-07-14,travel
PAYMENT TO spotify VIA NETBANKING POS6693,spotify,2587.81,2025-02-13,entertainment
UPI payment to flipkart@ybl,flipkart,177.57,2025-01-05,shopping
Txn 38768: nykaa 1153.12,nykaa,1153.12,2025-08-04,shopping
POS netflix 4456 TXN UPI3502,netflix,4456.55,2024-12-01,entertainment
exN 85639: bwsSb 2377.58,bwssb,2377.58,2025-11-05,utilities
Online payment to irctc,irctc,3933.02,2025-01-30,travel
PURCHASE goibibo Ref#8042,goibibo,1083.38,2025-01-30,travel
Online payment to goibibo,goibibo,1246.03,2025-07-21,travel
pAYmEnT to ZEe5 viA neTbanKINg,zee5,3773.55,2025-10-17,entertainment
IMPS transfer to dmart,dmart,218.11,2024-11-06,groceries
upi payment tx ajio@ybl,ajio,2273.44,2025-08-04,shopping
UPI payment to tata power@ybl,tata power,510.79,2025-03-14,utilities
zomato *1730 POS Txn,zomato,1044.38,2024-12-02,restaurants
DEBkT CARDfVODAFfNE 3141,vodafone,3141.35,2025-09-17,utilities
Reliance Fresh *6542 Pos Txn,reliance fresh,2054.49,2025-06-24,groceries
Online payment to vendikin,vendikin,57.11,2025-05-01,restaurants
Txn 77020: vodafone 2855.08,vodafone,2855.08,2025-05-08,utilities
PURCHASE reliance fresh Ref#4859,reliance fresh,4060.96,2024-11-20,groceries
DEBIT CARD HOTSTAR 3051,hotstar,3051.41,2024-11-13,entertainment
bescom *2291 pos txn pos8183,bescom,1835.73,2024-11-09,utilities
UPI payment to netflix@ybl PAY8162,netflix,3364.35,2025-01-22,entertainment
PURCHASE hotstar Ref#1561,hotstar,1063.82,2025-08-07,entertainment
Debit Ccrd Dominos 418Q,dominos,4183.08,2025-04-21,restaurants
UPI payment to ajio@ybl,ajio,2508.01,2025-02-11,shopping
Txn 39881: bwssb 1953.55,bwssb,1953.55,2025-07-28,utilities
PURCHASE netflix Ref#6865,netflix,3127.66,2024-11-16,entertainment
DEBIT CARD BWSSB 164 Online4660,bwssb,164.49,2025-10-10,utilities
POS goibibo 2021 TXN,goibibo,2021.9,2025-07-21,travel
txN 27533: BookMYShOw 583.42,bookmyshow,583.42,2025-10-31,entertainment
UPI payment to big bazaar@ybl,big bazaar,4768.67,2024-11-26,groceries
PURCHASE ajio Ref#7437,ajio,3452.25,2025-01-24,shopping
DEBIT CARD SWIGGY 1578,swiggy,1578.28,2025-01-22,restaurants
ONLINE PAYMENT TO NETFLIX,netflix,4733.77,2025-08-24,entertainment
ola *6152 POS Txn,ola,2751.85,2025-01-08,travel
POS mcdonalds 2890 TXN,mcdonalds,2890.36,2025-08-15,restaurants
IMPS transfer to ola TXN3842,ola,1094.31,2025-08-28,travel
Txn 61682: ola 1975.16,ola,1975.16,2025-03-07,travel
Txn 40721: zee5 2302.68,zee5,2302.68,2025-04-20,entertainment
PAYMENT TO spotify VIA NETBANKING,spotify,3649.38,2025-10-21,entertainment
PAYrENT TO amazon VIA NETBANKING,amazon,2772.71,2025-04-02,shopping
kfc *2865 POS Txn,kfc,2018.1,2025-01-13,restaurants
Online payment to mcdonalds,mcdonalds,4962.11,2025-06-05,restaurants
POS goibibo 526 TXN,goibibo,526.33,2025-09-04,travel
UPI PAYMENT TO IRCTC@YBL,irctc,3795.92,2024-11-23,travel
PAYMENT TO netflix VIA NETBANKING,netflix,4627.18,2024-12-28,entertainment
Txn 78679: uber 4656.1,uber,4656.1,2025-07-23,travel
PAYMENT TO dominos VIA NETBAiKnNG,dominos,1399.49,2025-07-12,restaurants
vendikin *8736 POS Txn NEFT2317,vendikin,4336.2,2025-04-07,restaurants
Txn 75021: dominos 3569.73,dominos,3569.73,2025-01-11,restaurants
PURCHASE vodafone Ref#6685,vodafone,2486.15,2025-10-27,utilities
PAYMENT VO SPOTIFY VIA NETBANKING,spotify,1750.86,2025-06-02,entertainment
reliance fresh *3769 POS Txn TXN6352,reliance fresh,1193.08,2025-03-13,groceries
UPI payment to mcdonalds@ybl,mcdonalds,4801.65,2025-06-16,restaurants
PAYMENT TO goibibo VIA NETBANKING,goibibo,1251.38,2025-09-23,travel
UPI payment to indigo@ybl,indigo,1389.9,2025-05-16,travel
Online payment to zomato,zomato,871.8,2024-11-30,restaurants
zomato *6109 POS Txn,zomato,1814.79,2024-11-22,restaurants
IMPS transfer to bwssb,bwssb,1698.32,2025-06-10,utilities
Txn 26901: vodafone 2200.02,vodafone,2200.02,2025-09-19,utilities
PURCHASE flipkart Ref#9840,flipkart,237.88,2025-03-04,shopping
iPI xayment tobzomato@ybl,zomato,1988.91,2025-07-31,restaurants
debit card swiggy 1169,swiggy,1169.52,2025-03-17,restaurants
xxn 63309: vodafone 3703.08 PAY2758,vodafone,3703.08,2025-06-30,utilities
POS goibibo 2174 TXN,goibibo,2174.79,2025-03-26,travel
IMPS transfer to vodafone NEFT7885,vodafone,2166.76,2025-02-17,utilities
online payment to bescom pay5139,bescom,4814.46,2025-07-09,utilities
UPI payment to vodafone@ybl NEFT1459,vodafone,2972.21,2025-04-10,utilities
POS dominos 606 TXN,dominos,606.57,2024-11-24,restaurants
Txn i7832: amazon 1664.19,amazon,1664.19,2025-04-10,shopping
PURCHASE spotify Ref#6760,spotify,2334.53,2025-03-04,entertainment
reliance fresh *6609 POS Txn,reliance fresh,4134.75,2025-10-26,groceries
PAYMENT TO bookmyshow VIA NETBANKING,bookmyshow,3815.6,2025-10-06,entertainment
IMaS trknsftr to tawa power,tata power,1215.4,2025-08-29,utilities
UPI payment to more supermarket@ybl,more supermarket,3686.42,2025-08-28,groceries
PURCHASE bescom Ref#2772,bescom,1288.62,2025-04-03,utilities
POS nykaa 2990 TXN,nykaa,2990.31,2024-11-08,shopping
PURCHASE airtel broadband Ref#7879,airtel broadband,1040.25,2025-03-09,utilities
DEbiT CARD ajIo 197,ajio,197.36,2025-03-15,shopping
Txn 99909: dmart 77.25,dmart,77.25,2025-02-22,groceries
Online payment to bwssb,bwssb,3349.08,2025-04-12,utilities
PURCHASE dmart Ref#3000,dmart,2293.0,2024-11-28,groceries
